geoid,No,Yes,tot,with,without
48121021751,178,243,421,0.577,0.423
48121021752,213,277,490,0.565,0.435
48121021520,348,240,588,0.408,0.592
48121021800,406,360,766,0.47,0.53
48437950200,4057,1402,5459,0.257,0.743
48437950300,1246,841,2087,0.403,0.597
48437950400,4232,1154,5386,0.214,0.786
48355002102,339,631,970,0.651,0.349
48355003304,180,309,489,0.632,0.368
48355003102,207,336,543,0.619,0.381
48355005415,135,199,334,0.596,0.404
48355005411,137,241,378,0.638,0.362
48355005413,47,65,112,0.58,0.42
48355006200,881,1195,2076,0.576,0.424
48157673002,495,441,936,0.471,0.529
48157670601,301,307,608,0.505,0.495
48157674501,239,433,672,0.644,0.356
48157674601,344,271,615,0.441,0.559
48157674603,327,296,623,0.475,0.525
48439113108,445,394,839,0.47,0.53
48439113111,361,317,678,0.468,0.532
48141001115,124,53,177,0.299,0.701
48439113112,138,116,254,0.457,0.543
48439113206,466,430,896,0.48,0.52
48439113207,264,244,508,0.48,0.52
48085031309,626,678,1304,0.52,0.48
48085030521,338,334,672,0.497,0.503
48113012500,616,570,1186,0.481,0.519
48141010219,759,399,1158,0.345,0.655
48141010218,432,204,636,0.321,0.679
48141010221,962,346,1308,0.265,0.735
48439110807,1152,828,1980,0.418,0.582
48221160208,1131,809,1940,0.417,0.583
48113012601,307,240,547,0.439,0.561
48113012701,307,271,578,0.469,0.531
48113012702,232,220,452,0.487,0.513
48113012800,808,730,1538,0.475,0.525
48113012900,837,728,1565,0.465,0.535
48113014310,175,331,506,0.654,0.346
48113014403,299,315,614,0.513,0.487
48113014405,201,329,530,0.621,0.379
48113014406,149,283,432,0.655,0.345
48113014407,133,226,359,0.63,0.37
48113014408,172,318,490,0.649,0.351
48113014309,41,63,104,0.606,0.394
48085031652,446,620,1066,0.582,0.418
48085031643,427,491,918,0.535,0.465
48085030520,409,363,772,0.47,0.53
48085030407,385,305,690,0.442,0.558
48085030406,294,252,546,0.462,0.538
48085030518,391,378,769,0.492,0.508
48085030513,942,636,1578,0.403,0.597
48049950700,1329,622,1951,0.319,0.681
48049951300,1767,1122,2889,0.388,0.612
48049950100,1816,933,2749,0.339,0.661
48049950800,1144,565,1709,0.331,0.669
48049951000,732,361,1093,0.33,0.67
48049951100,1134,559,1693,0.33,0.67
48125950300,3392,1362,4754,0.286,0.714
48085032003,313,411,724,0.568,0.432
48085032004,416,557,973,0.572,0.428
48259970100,1927,1505,3432,0.439,0.561
48259970500,573,486,1059,0.459,0.541
48507950100,1635,1668,3303,0.505,0.495
48507950301,2584,1669,4253,0.392,0.608
48507950302,1278,810,2088,0.388,0.612
48507950200,1616,1041,2657,0.392,0.608
48113013620,247,165,412,0.4,0.6
48113006402,627,484,1111,0.436,0.564
48355005416,178,273,451,0.605,0.395
48439113218,336,230,566,0.406,0.594
48439113301,711,660,1371,0.481,0.519
48439113302,554,484,1038,0.466,0.534
48439113405,825,662,1487,0.445,0.555
48439113407,330,269,599,0.449,0.551
48141000600,515,210,725,0.29,0.71
48141010342,2378,858,3236,0.265,0.735
48439113408,606,551,1157,0.476,0.524
48439106518,674,340,1014,0.335,0.665
48439113929,444,511,955,0.535,0.465
48113010804,254,183,437,0.419,0.581
48113010805,283,211,494,0.427,0.573
48113006401,280,229,509,0.45,0.55
48113013105,124,108,232,0.466,0.534
48113013104,74,57,131,0.435,0.565
48113019041,186,143,329,0.435,0.565
48141010338,537,270,807,0.335,0.665
48141010337,294,193,487,0.396,0.604
48113007823,136,84,220,0.382,0.618
48113007822,317,164,481,0.341,0.659
48021950801,235,253,488,0.518,0.482
48113007821,68,47,115,0.409,0.591
48113013011,136,105,241,0.436,0.564
48113007827,46,43,89,0.483,0.517
48113013004,536,526,1062,0.495,0.505
48113013005,281,279,560,0.498,0.502
48113013007,299,277,576,0.481,0.519
48113013008,197,179,376,0.476,0.524
48113013009,255,245,500,0.49,0.51
48113013101,350,305,655,0.466,0.534
48113007826,24,23,47,0.489,0.511
48113007824,190,172,362,0.475,0.525
48113007825,251,215,466,0.461,0.539
48113013102,183,161,344,0.468,0.532
48113014501,226,437,663,0.659,0.341
48113014502,154,312,466,0.67,0.33
48113014602,123,173,296,0.584,0.416
48113014701,146,156,302,0.517,0.483
48113014702,125,180,305,0.59,0.41
48113014901,88,124,212,0.585,0.415
48113014902,250,363,613,0.592,0.408
48113007910,25,22,47,0.468,0.532
48113007909,73,60,133,0.451,0.549
48113013806,709,344,1053,0.327,0.673
48113013727,621,357,978,0.365,0.635
48439113509,366,275,641,0.429,0.571
48439113510,365,281,646,0.435,0.565
48439113511,449,328,777,0.422,0.578
48439113512,467,371,838,0.443,0.557
48439113513,451,315,766,0.411,0.589
48113014205,216,248,464,0.534,0.466
48113014312,501,682,1183,0.577,0.423
48113014137,491,379,870,0.436,0.564
48113016412,368,385,753,0.511,0.489
48085032009,697,452,1149,0.393,0.607
48141010336,361,215,576,0.373,0.627
48141004318,582,331,913,0.363,0.637
48141010405,525,192,717,0.268,0.732
48141010340,378,158,536,0.295,0.705
48113016413,409,426,835,0.51,0.49
48441013404,840,325,1165,0.279,0.721
48025950600,694,1018,1712,0.595,0.405
48025950300,1022,1087,2109,0.515,0.485
48025950100,772,1079,1851,0.583,0.417
48025950400,581,619,1200,0.516,0.484
48113013200,718,491,1209,0.406,0.594
48113013300,309,258,567,0.455,0.545
48113013400,273,229,502,0.456,0.544
48113013500,315,301,616,0.489,0.511
48113013605,461,356,817,0.436,0.564
48113013606,463,372,835,0.446,0.554
48113013608,453,351,804,0.437,0.563
48113015000,256,420,676,0.621,0.379
48113015100,211,416,627,0.663,0.337
48113015202,116,263,379,0.694,0.306
48113015204,265,418,683,0.612,0.388
48113015205,100,167,267,0.625,0.375
48113015206,131,283,414,0.684,0.316
48113015303,289,254,543,0.468,0.532
48113015305,139,249,388,0.642,0.358
48041000201,291,323,614,0.526,0.474
48439105507,777,577,1354,0.426,0.574
48439110907,390,283,673,0.421,0.579
48439113912,243,353,596,0.592,0.408
48439111011,662,495,1157,0.428,0.572
48045950200,3850,1149,4999,0.23,0.77
48439113001,889,795,1684,0.472,0.528
48113009101,479,422,901,0.468,0.532
48439110905,507,357,864,0.413,0.587
48439121610,260,199,459,0.434,0.566
48439111405,596,365,961,0.38,0.62
48439100601,975,771,1746,0.442,0.558
48439113908,169,241,410,0.588,0.412
48439100700,434,358,792,0.452,0.548
48439104502,697,451,1148,0.393,0.607
48439111306,563,415,978,0.424,0.576
48439111537,405,436,841,0.518,0.482
48439113210,487,408,895,0.456,0.544
48113009401,379,277,656,0.422,0.578
48113009402,286,223,509,0.438,0.562
48113009500,371,310,681,0.455,0.545
48209010100,274,625,899,0.695,0.305
48209010302,230,402,632,0.636,0.364
48001950901,683,611,1294,0.472,0.528
48041000101,883,816,1699,0.48,0.52
48001951100,1012,933,1945,0.48,0.52
48041002009,326,376,702,0.536,0.464
48041002013,570,636,1206,0.527,0.473
48041002011,1001,778,1779,0.437,0.563
48041980000,44,50,94,0.532,0.468
48005000902,183,188,371,0.507,0.493
48005000301,352,367,719,0.51,0.49
48187210804,725,766,1491,0.514,0.486
48187210507,377,466,843,0.553,0.447
48187210803,408,486,894,0.544,0.456
48187210714,462,639,1101,0.58,0.42
48187210505,210,241,451,0.534,0.466
48063950102,896,699,1595,0.438,0.562
48063950101,509,431,940,0.459,0.541
48109950300,4973,1749,6722,0.26,0.74
48281950302,558,542,1100,0.493,0.507
48439111010,930,542,1472,0.368,0.632
48439111301,846,548,1394,0.393,0.607
48439111012,545,415,960,0.432,0.568
48439105203,261,185,446,0.415,0.585
48439113610,1077,853,1930,0.442,0.558
48439113909,252,350,602,0.581,0.419
48457950200,1396,1337,2733,0.489,0.511
48439110204,845,745,1590,0.469,0.531
48439110301,651,486,1137,0.427,0.573
48439110302,461,377,838,0.45,0.55
48439110402,741,627,1368,0.458,0.542
48439110500,864,768,1632,0.471,0.529
48495950200,963,185,1148,0.161,0.839
48495950300,1159,210,1369,0.153,0.847
48495950400,3764,1177,4941,0.238,0.762
48201533701,258,198,456,0.434,0.566
48201223002,78,74,152,0.487,0.513
48201980100,617,473,1090,0.434,0.566
48201250402,810,663,1473,0.45,0.55
48201232301,465,446,911,0.49,0.51
48469001606,836,785,1621,0.484,0.516
48469980000,8,6,14,0.429,0.571
48381021102,119,42,161,0.261,0.739
48381021703,620,310,930,0.333,0.667
48381021704,1180,443,1623,0.273,0.727
48479001806,89,98,187,0.524,0.476
48479001813,1889,1681,3570,0.471,0.529
48479001810,237,219,456,0.48,0.52
48479001818,123,152,275,0.553,0.447
48479001717,283,245,528,0.464,0.536
48479001710,3410,2029,5439,0.373,0.627
48479000105,295,238,533,0.447,0.553
48479001715,183,155,338,0.459,0.541
48479001712,226,180,406,0.443,0.557
48479001711,488,397,885,0.449,0.551
48479001602,134,107,241,0.444,0.556
48479001816,153,137,290,0.472,0.528
48479001713,588,449,1037,0.433,0.567
48479001809,142,188,330,0.57,0.43
48479001817,147,169,316,0.535,0.465
48479001714,313,307,620,0.495,0.505
48339690202,543,473,1016,0.466,0.534
48339690402,744,592,1336,0.443,0.557
48339690201,672,663,1335,0.497,0.503
48339690401,240,235,475,0.495,0.505
48339690602,851,721,1572,0.459,0.541
48339691301,153,129,282,0.457,0.543
48339692002,240,370,610,0.607,0.393
48339692001,805,1052,1857,0.567,0.433
48339692602,299,367,666,0.551,0.449
48339693101,494,540,1034,0.522,0.478
48339692802,548,764,1312,0.582,0.418
48339694301,779,904,1683,0.537,0.463
48339694201,579,560,1139,0.492,0.508
48339694101,1228,1121,2349,0.477,0.523
48339690601,762,634,1396,0.454,0.546
48339692601,106,154,260,0.592,0.408
48439114104,1039,611,1650,0.37,0.63
48439114103,2385,1605,3990,0.402,0.598
48439113816,267,360,627,0.574,0.426
48439113815,305,262,567,0.462,0.538
48439110808,669,436,1105,0.395,0.605
48439113519,441,369,810,0.456,0.544
48439114008,967,773,1740,0.444,0.556
48439113926,1799,1257,3056,0.411,0.589
48439980000,1666,782,2448,0.319,0.681
48439113920,392,334,726,0.46,0.54
48439111407,284,201,485,0.414,0.586
48439111409,371,282,653,0.432,0.568
48439111548,605,538,1143,0.471,0.529
48439121906,183,204,387,0.527,0.473
48439113814,300,249,549,0.454,0.546
48439113633,261,232,493,0.471,0.529
48439114007,1064,883,1947,0.454,0.546
48439111203,552,359,911,0.394,0.606
48439111549,777,620,1397,0.444,0.556
48439111314,303,220,523,0.421,0.579
48439111313,548,414,962,0.43,0.57
48433950300,3639,1638,5277,0.31,0.69
48167720302,363,374,737,0.507,0.493
48471790103,886,653,1539,0.424,0.576
48471790101,1046,760,1806,0.421,0.579
48471790102,467,345,812,0.425,0.575
48113012603,224,177,401,0.441,0.559
48113020400,2385,1309,3694,0.354,0.646
48039663800,234,149,383,0.389,0.611
48039663900,209,129,338,0.382,0.618
48039664200,2505,1745,4250,0.411,0.589
48309001600,1254,1146,2400,0.478,0.522
48309001900,447,445,892,0.499,0.501
48085030604,150,99,249,0.398,0.602
48085030202,1247,897,2144,0.418,0.582
48085031407,838,504,1342,0.376,0.624
48085031406,1326,970,2296,0.422,0.578
48085030802,977,625,1602,0.39,0.61
48085030517,628,476,1104,0.431,0.569
48085030522,480,374,854,0.438,0.562
48085031313,919,1109,2028,0.547,0.453
48085031316,553,501,1054,0.475,0.525
48085031314,358,323,681,0.474,0.526
48085031310,812,833,1645,0.506,0.494
48085031308,599,575,1174,0.49,0.51
48085031315,811,997,1808,0.551,0.449
48085032011,486,344,830,0.414,0.586
48085031409,694,630,1324,0.476,0.524
48085031718,361,282,643,0.439,0.561
48085030524,162,148,310,0.477,0.523
48113000406,883,578,1461,0.396,0.604
48113016520,498,404,902,0.448,0.552
48113014206,415,259,674,0.384,0.616
48113014138,267,190,457,0.416,0.584
48113014130,368,346,714,0.485,0.515
48113007912,105,64,169,0.379,0.621
48113013805,51,43,94,0.457,0.543
48113016521,441,484,925,0.523,0.477
48113018505,60,51,111,0.459,0.541
48113014131,242,206,448,0.46,0.54
48113980000,635,412,1047,0.394,0.606
48113007913,101,76,177,0.429,0.571
48113018133,418,464,882,0.526,0.474
48039660200,582,533,1115,0.478,0.522
48113020000,435,605,1040,0.582,0.418
48069950300,4109,1004,5113,0.196,0.804
48069950200,1499,562,2061,0.273,0.727
48069950100,2693,797,3490,0.228,0.772
48071710200,2084,1096,3180,0.345,0.655
48071710300,565,481,1046,0.46,0.54
48071710401,1072,1211,2283,0.53,0.47
48071710500,1358,1036,2394,0.433,0.567
48071710600,51,52,103,0.505,0.495
48071710100,1347,605,1952,0.31,0.69
48081950200,4359,965,5324,0.181,0.819
48081950100,3635,742,4377,0.17,0.83
48091310801,407,550,957,0.575,0.425
48091310703,446,579,1025,0.565,0.435
48355000500,265,344,609,0.565,0.435
48113018135,229,256,485,0.528,0.472
48355002301,249,435,684,0.636,0.364
48355002303,184,296,480,0.617,0.383
48355002304,150,269,419,0.642,0.358
48427950402,1679,1992,3671,0.543,0.457
48427950401,754,954,1708,0.559,0.441
48427950108,1001,989,1990,0.497,0.503
48427950106,190,281,471,0.597,0.403
48427950107,251,365,616,0.593,0.407
48427950104,349,450,799,0.563,0.437
48427950204,536,696,1232,0.565,0.435
48427950105,167,246,413,0.596,0.404
48427950203,127,192,319,0.602,0.398
48099980000,2053,1827,3880,0.471,0.529
48099010202,976,621,1597,0.389,0.611
48099010603,287,376,663,0.567,0.433
48099010604,262,354,616,0.575,0.425
48355002400,462,709,1171,0.605,0.395
48141010214,418,231,649,0.356,0.644
48141010341,3193,1299,4492,0.289,0.711
48141010344,4198,1136,5334,0.213,0.787
48141010319,943,236,1179,0.2,0.8
48141010327,249,165,414,0.399,0.601
48141010505,644,284,928,0.306,0.694
48141010343,663,345,1008,0.342,0.658
48141010502,1014,333,1347,0.247,0.753
48141001111,199,93,292,0.318,0.682
48039660802,280,321,601,0.534,0.466
48039660801,330,338,668,0.506,0.494
48039661502,216,172,388,0.443,0.557
48039661501,423,356,779,0.457,0.543
48121021524,173,196,369,0.531,0.469
48121021741,122,151,273,0.553,0.447
48121021724,203,334,537,0.622,0.378
48121021753,296,449,745,0.603,0.397
48121020104,1271,910,2181,0.417,0.583
48121020108,1183,1047,2230,0.47,0.53
48121020113,641,594,1235,0.481,0.519
48121020105,754,616,1370,0.45,0.55
48355000900,280,384,664,0.578,0.422
48355001000,348,401,749,0.535,0.465
48355001100,336,389,725,0.537,0.463
48121021736,119,138,257,0.537,0.463
48121021406,409,594,1003,0.592,0.408
48121020310,388,415,803,0.517,0.483
48121021748,269,320,589,0.543,0.457
48121021512,559,555,1114,0.498,0.502
48355001200,563,610,1173,0.52,0.48
48355002500,303,575,878,0.655,0.345
48355002703,247,469,716,0.655,0.345
48355005417,202,276,478,0.577,0.423
48355006100,373,727,1100,0.661,0.339
48355005900,725,1250,1975,0.633,0.367
48141010329,221,139,360,0.386,0.614
48185180301,1402,1463,2865,0.511,0.489
48309000900,630,809,1439,0.562,0.438
48309001100,821,964,1785,0.54,0.46
48309000700,662,771,1433,0.538,0.462
48309000800,311,439,750,0.585,0.415
48309001200,351,408,759,0.538,0.462
48003950200,895,569,1464,0.389,0.611
48003950100,3060,1086,4146,0.262,0.738
48003950400,3319,1115,4434,0.251,0.749
48003950300,910,605,1515,0.399,0.601
48309001300,493,597,1090,0.548,0.452
48079950100,5986,1425,7411,0.192,0.808
48355001500,266,356,622,0.572,0.428
48355001300,318,404,722,0.56,0.44
48355001400,443,770,1213,0.635,0.365
48471790600,537,504,1041,0.484,0.516
48471790700,574,513,1087,0.472,0.528
48471790800,488,457,945,0.484,0.516
48381020800,451,201,652,0.308,0.692
48451000200,974,274,1248,0.22,0.78
48451000900,1065,262,1327,0.197,0.803
48451000100,532,156,688,0.227,0.773
48135001100,660,372,1032,0.36,0.64
48135001300,700,539,1239,0.435,0.565
48135001500,927,589,1516,0.389,0.611
48381021000,262,127,389,0.326,0.674
48381021200,401,149,550,0.271,0.729
48381021300,384,165,549,0.301,0.699
48381021500,521,238,759,0.314,0.686
48451001303,488,118,606,0.195,0.805
48451001304,408,100,508,0.197,0.803
48451001500,622,157,779,0.202,0.798
48205950200,4288,1980,6268,0.316,0.684
48355001601,277,346,623,0.555,0.445
48355001602,220,364,584,0.623,0.377
48355001801,308,596,904,0.659,0.341
48355003401,201,341,542,0.629,0.371
48309001400,1004,1158,2162,0.536,0.464
48309001500,1338,1291,2629,0.491,0.509
48149970500,3058,2298,5356,0.429,0.571
48149970200,1182,1446,2628,0.55,0.45
48149970600,2418,1853,4271,0.434,0.566
48149970300,2231,1319,3550,0.372,0.628
48149970700,1130,998,2128,0.469,0.531
48149970100,1423,1067,2490,0.429,0.571
48149970400,1469,1748,3217,0.543,0.457
48395960500,1809,1179,2988,0.395,0.605
48395960300,1437,936,2373,0.394,0.606
48395960400,1209,934,2143,0.436,0.564
48177000600,1248,1368,2616,0.523,0.477
48177000100,1280,1459,2739,0.533,0.467
48121020109,334,312,646,0.483,0.517
48355003402,338,587,925,0.635,0.365
48355003601,226,294,520,0.565,0.435
48395960100,696,652,1348,0.484,0.516
48395960200,834,597,1431,0.417,0.583
48121021526,604,479,1083,0.442,0.558
48355001802,193,343,536,0.64,0.36
48479001300,517,315,832,0.379,0.621
48355003603,257,323,580,0.557,0.443
48355005102,482,506,988,0.512,0.488
48135001600,864,600,1464,0.41,0.59
48135001700,644,492,1136,0.433,0.567
48135001800,486,309,795,0.389,0.611
48135001900,816,444,1260,0.352,0.648
48479001502,447,282,729,0.387,0.613
48479001706,217,159,376,0.423,0.577
48479001709,295,257,552,0.466,0.534
48183000300,504,327,831,0.394,0.606
48183000501,479,309,788,0.392,0.608
48145000400,1160,415,1575,0.263,0.737
48145000700,1132,791,1923,0.411,0.589
48145000200,1318,975,2293,0.425,0.575
48145000500,1043,648,1691,0.383,0.617
48145000300,1068,378,1446,0.261,0.739
48381021603,127,55,182,0.302,0.698
48381021604,245,106,351,0.302,0.698
48381021605,138,51,189,0.27,0.73
48381021606,309,138,447,0.309,0.691
48381021802,683,270,953,0.283,0.717
48159950100,2161,1318,3479,0.379,0.621
48159950200,590,368,958,0.384,0.616
48159950300,1100,579,1679,0.345,0.655
48157670500,366,307,673,0.456,0.544
48157671100,410,295,705,0.418,0.582
48157671200,357,249,606,0.411,0.589
48157671300,265,178,443,0.402,0.598
48093950100,1958,1402,3360,0.417,0.583
48093950200,2344,1171,3515,0.333,0.667
48093950400,1423,839,2262,0.371,0.629
48093950300,2070,566,2636,0.215,0.785
48355001902,301,576,877,0.657,0.343
48469000800,795,634,1429,0.444,0.556
48469000700,807,702,1509,0.465,0.535
48469001400,1102,889,1991,0.447,0.553
48469000502,297,244,541,0.451,0.549
48469001300,1161,1113,2274,0.489,0.511
48469001700,1361,1315,2676,0.491,0.509
48469000100,801,647,1448,0.447,0.553
48449950800,540,344,884,0.389,0.611
48449950100,815,566,1381,0.41,0.59
48449950200,619,563,1182,0.476,0.524
48449950300,961,753,1714,0.439,0.561
48449950400,693,568,1261,0.45,0.55
48449950600,713,433,1146,0.378,0.622
48449950700,408,245,653,0.375,0.625
48449950500,474,317,791,0.401,0.599
48485010800,535,264,799,0.33,0.67
48485010900,313,153,466,0.328,0.672
48485011000,471,225,696,0.323,0.677
48485011100,610,312,922,0.338,0.662
48177000500,1377,1109,2486,0.446,0.554
48177000200,1061,1556,2617,0.595,0.405
48177000400,294,696,990,0.703,0.297
48177000300,354,856,1210,0.707,0.293
48479001101,319,264,583,0.453,0.547
48157671700,407,411,818,0.502,0.498
48157671800,963,576,1539,0.374,0.626
48157671900,241,260,501,0.519,0.481
48157672100,436,444,880,0.505,0.495
48485013100,938,447,1385,0.323,0.677
48135002503,323,196,519,0.378,0.622
48135002700,2268,432,2700,0.16,0.84
48135002801,636,112,748,0.15,0.85
48135002000,457,199,656,0.303,0.697
48135002300,478,223,701,0.318,0.682
48135002400,509,371,880,0.422,0.578
48135002501,400,302,702,0.43,0.57
48485011300,307,165,472,0.35,0.65
48485011400,385,199,584,0.341,0.659
48157672200,204,250,454,0.551,0.449
48157672400,321,343,664,0.517,0.483
48157672500,279,291,570,0.511,0.489
48485011500,327,166,493,0.337,0.663
48485011600,652,344,996,0.345,0.655
48485011800,199,114,313,0.364,0.636
48439106700,316,245,561,0.437,0.563
48439110101,577,560,1137,0.493,0.507
48439110102,363,332,695,0.478,0.522
48439110203,675,592,1267,0.467,0.533
48237950300,1103,846,1949,0.434,0.566
48237950100,3117,3497,6614,0.529,0.471
48135002802,2335,406,2741,0.148,0.852
48135002900,290,224,514,0.436,0.564
48157672800,238,202,440,0.459,0.541
48157672900,1331,1433,2764,0.518,0.482
48099010400,681,410,1091,0.376,0.624
48099010802,245,334,579,0.577,0.423
48099010701,230,341,571,0.597,0.403
48485011900,395,222,617,0.36,0.64
48075950100,3427,1209,4636,0.261,0.739
48101950100,3701,1624,5325,0.305,0.695
48037010901,489,526,1015,0.518,0.482
48157674502,606,1135,1741,0.652,0.348
48157674602,409,353,762,0.463,0.537
48157671502,103,75,178,0.421,0.579
48157674604,207,179,386,0.464,0.536
48157673500,428,365,793,0.46,0.54
48157673600,399,314,713,0.44,0.56
48037010700,344,421,765,0.55,0.45
48037010500,691,751,1442,0.521,0.479
48485012000,626,321,947,0.339,0.661
48485012100,332,156,488,0.32,0.68
48037011401,661,766,1427,0.537,0.463
48037011700,496,490,986,0.497,0.503
48037011402,389,438,827,0.53,0.47
48037010600,345,326,671,0.486,0.514
48037011600,1074,1157,2231,0.519,0.481
48037011100,554,599,1153,0.52,0.48
48037011200,738,809,1547,0.523,0.477
48441012802,245,84,329,0.255,0.745
48073950100,1233,815,2048,0.398,0.602
48073950700,548,369,917,0.402,0.598
48073951000,836,697,1533,0.455,0.545
48073950500,853,539,1392,0.387,0.613
48073950400,492,317,809,0.392,0.608
48073950600,721,457,1178,0.388,0.612
48073950900,848,326,1174,0.278,0.722
48073950200,1106,723,1829,0.395,0.605
48073950300,1615,945,2560,0.369,0.631
48073951100,339,291,630,0.462,0.538
48037010800,289,272,561,0.485,0.515
48037011300,1828,1848,3676,0.503,0.497
48037010100,686,672,1358,0.495,0.505
48029141402,271,302,573,0.527,0.473
48029141600,282,335,617,0.543,0.457
48029141700,843,880,1723,0.511,0.489
48029150100,588,889,1477,0.602,0.398
48037010400,751,785,1536,0.511,0.489
48441012801,246,79,325,0.243,0.757
48029150300,573,716,1289,0.555,0.445
48029150400,351,454,805,0.564,0.436
48029150501,367,467,834,0.56,0.44
48029150502,297,361,658,0.549,0.451
48029150600,355,439,794,0.553,0.447
48029150700,367,455,822,0.554,0.446
48029150800,221,284,505,0.562,0.438
48029150900,417,550,967,0.569,0.431
48029151000,183,214,397,0.539,0.461
48117950400,573,228,801,0.285,0.715
48117950500,1197,490,1687,0.29,0.71
48117950300,546,218,764,0.285,0.715
48037010902,596,657,1253,0.524,0.476
48061012609,158,257,415,0.619,0.381
48061012612,274,397,671,0.592,0.408
48061012607,219,227,446,0.509,0.491
48061012613,226,284,510,0.557,0.443
48037011000,509,507,1016,0.499,0.501
48325000200,1685,2472,4157,0.595,0.405
48325000300,2028,1384,3412,0.406,0.594
48325000500,2451,2211,4662,0.474,0.526
48325000800,2307,1740,4047,0.43,0.57
48027020500,531,316,847,0.373,0.627
48027020701,620,385,1005,0.383,0.617
48027020702,742,473,1215,0.389,0.611
48027020900,346,211,557,0.379,0.621
48027021000,675,438,1113,0.394,0.606
48027021100,545,424,969,0.438,0.562
48493000403,612,445,1057,0.421,0.579
48041000300,687,685,1372,0.499,0.501
48041001302,236,229,465,0.492,0.508
48041002002,770,800,1570,0.51,0.49
48041000500,1323,1373,2696,0.509,0.491
48041001801,374,367,741,0.495,0.505
48061012900,212,263,475,0.554,0.446
48061013002,257,335,592,0.566,0.434
48061013003,126,138,264,0.523,0.477
48061013004,224,246,470,0.523,0.477
48061013102,170,222,392,0.566,0.434
48061013104,106,142,248,0.573,0.427
48061013106,307,339,646,0.525,0.475
48061013204,69,84,153,0.549,0.451
48061013205,99,124,223,0.556,0.444
48215021403,306,692,998,0.693,0.307
48215021904,261,623,884,0.705,0.295
48215021903,271,680,951,0.715,0.285
48215021803,250,567,817,0.694,0.306
48439121605,392,344,736,0.467,0.533
48439121608,479,391,870,0.449,0.551
48439121611,414,323,737,0.438,0.562
48441012900,162,58,220,0.264,0.736
48441011000,849,276,1125,0.245,0.755
48441013600,2847,1203,4050,0.297,0.703
48441010100,594,217,811,0.268,0.732
48441013401,295,102,397,0.257,0.743
48441013200,578,216,794,0.272,0.728
48439121702,597,540,1137,0.475,0.525
48439121703,252,200,452,0.442,0.558
48027020100,1564,983,2547,0.386,0.614
48027021602,231,203,434,0.468,0.532
48027020300,524,571,1095,0.521,0.479
48027020800,660,415,1075,0.386,0.614
48027021400,484,395,879,0.449,0.551
48027020600,512,331,843,0.393,0.607
48027021302,323,242,565,0.428,0.572
48027023402,1133,925,2058,0.449,0.551
48027022801,244,235,479,0.491,0.509
48027023300,723,815,1538,0.53,0.47
48027022402,199,312,511,0.611,0.389
48027021800,922,1143,2065,0.554,0.446
48027021203,561,451,1012,0.446,0.554
48027021500,721,598,1319,0.453,0.547
48027021303,457,440,897,0.491,0.509
48027022000,502,596,1098,0.543,0.457
48027021601,943,712,1655,0.43,0.57
48027021700,631,551,1182,0.466,0.534
48441010200,579,204,783,0.261,0.739
48441010300,217,87,304,0.286,0.714
48441010400,413,154,567,0.272,0.728
48441010500,222,88,310,0.284,0.716
48441010600,402,144,546,0.264,0.736
48441010700,455,152,607,0.25,0.75
48441010800,630,210,840,0.25,0.75
48441010900,868,298,1166,0.256,0.744
48441011200,600,202,802,0.252,0.748
48441011300,426,146,572,0.255,0.745
48041000400,700,696,1396,0.499,0.501
48041000603,1037,1052,2089,0.504,0.496
48041000604,433,471,904,0.521,0.479
48041000700,617,624,1241,0.503,0.497
48041000800,674,685,1359,0.504,0.496
48439103601,399,261,660,0.395,0.605
48439114102,864,667,1531,0.436,0.564
48439110401,1190,833,2023,0.412,0.588
48439113404,655,571,1226,0.466,0.534
48441011400,660,237,897,0.264,0.736
48041000900,516,529,1045,0.506,0.494
48041001000,648,623,1271,0.49,0.51
48041001100,369,362,731,0.495,0.505
48061013207,208,259,467,0.555,0.445
48113013616,836,430,1266,0.34,0.66
48061013303,75,106,181,0.586,0.414
48061013305,112,172,284,0.606,0.394
48061013307,90,135,225,0.6,0.4
48061013206,117,140,257,0.545,0.455
48441011500,648,220,868,0.253,0.747
48441011600,666,230,896,0.257,0.743
48441011900,516,168,684,0.246,0.754
48441012000,420,165,585,0.282,0.718
48441012100,132,41,173,0.237,0.763
48441012200,675,225,900,0.25,0.75
48441012300,692,239,931,0.257,0.743
48441012400,494,164,658,0.249,0.751
48453001856,769,672,1441,0.466,0.534
48061013308,115,125,240,0.521,0.479
48061013401,269,324,593,0.546,0.454
48439122100,694,698,1392,0.501,0.499
48481740600,1167,1048,2215,0.473,0.527
48263950100,3353,1140,4493,0.254,0.746
48481740700,1572,1095,2667,0.411,0.589
48481740200,555,402,957,0.42,0.58
48481740100,2217,1528,3745,0.408,0.592
48481740400,1198,905,2103,0.43,0.57
48481740900,1656,1073,2729,0.393,0.607
48441012500,376,124,500,0.248,0.752
48441012600,344,112,456,0.246,0.754
48441012700,662,295,957,0.308,0.692
48441013000,435,169,604,0.28,0.72
48215021804,313,588,901,0.653,0.347
48215022401,342,1129,1471,0.768,0.232
48215024114,204,291,495,0.588,0.412
48441013100,944,367,1311,0.28,0.72
48113019018,189,174,363,0.479,0.521
48215023904,219,492,711,0.692,0.308
48215024113,271,428,699,0.612,0.388
48215024203,416,1017,1433,0.71,0.29
48181001400,1071,819,1890,0.433,0.567
48181001500,863,689,1552,0.444,0.556
